run_id,phase,pipeline,config_id,case_id,filename,status,expected_pages,detected_pages,expected_tables,detected_tables,text_anchor_recall,table_cell_recall,table_detection_ratio,table_detection_precision,table_detection_f1,case_confidence_score,low_confidence,overall_score,convert_seconds,total_seconds,seconds_per_page,markdown_chars,request_count,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,error
poc_all_20260504_001,full,standard,std_table_no_cell_match,C06,case6.pdf,ok,3,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.275,3.285,1.095,4104,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_table_no_cell_match,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,6.038,6.052,2.017,4300,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_table_no_cell_match,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,1.0,1.0,1.0,0.5,0.6667,0.7167,True,1.0,5.937,5.947,1.982,3994,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_table_no_cell_match,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.5,0.9048,1.0,1.0,1.0,0.8295,False,0.7726,33.529,33.536,11.179,2734,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_table_no_cell_match,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,9.326,9.351,2.338,9754,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_table_no_cell_match,C11,case11_chart_formula_code_3p.pdf,ok,3,3,3,3,0.125,1.0,1.0,1.0,1.0,0.7703,False,0.6937,3.829,3.837,1.279,2183,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C01,case01_clean_financial_2p.pdf,ok,2,2,2,2,0.75,1.0,1.0,1.0,1.0,0.9344,False,0.9125,4.466,4.473,2.237,2830,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C02,case02_dense_multisection_5p.pdf,ok,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,16.811,16.853,3.371,28643,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C03,case03_mixed_orientation_9p.pdf,ok,9,9,9,7,0.5556,0.6895,0.7778,1.0,0.875,0.7073,True,0.6514,16.069,16.109,1.79,11829,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C04,case04_long_register_16p.pdf,ok,16,16,16,16,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,51.364,51.549,3.222,37694,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C05,case05_scanned_image_4p.pdf,ok,4,4,4,4,0.0,0.0,1.0,1.0,1.0,0.325,True,0.1,6.44,6.443,1.611,0,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C06,case6.pdf,ok,3,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.325,3.335,1.112,4104,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,6.001,6.016,2.005,4228,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,1.0,1.0,1.0,0.5,0.6667,0.7167,True,1.0,5.875,5.884,1.961,3859,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.0,0.0,1.0,1.0,1.0,0.325,True,0.1,4.432,4.435,1.478,0,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,9.176,9.202,2.301,9754,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_no_ocr,C11,case11_chart_formula_code_3p.pdf,ok,3,3,3,3,0.125,1.0,1.0,1.0,1.0,0.7703,False,0.6937,3.775,3.782,1.261,2183,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C01,case01_clean_financial_2p.pdf,ok,2,2,2,2,0.5,1.0,1.0,1.0,1.0,0.8688,False,0.825,39.166,39.173,19.587,2784,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C02,case02_dense_multisection_5p.pdf,ok,5,5,5,5,1.0,0.959,1.0,1.0,1.0,0.9831,False,0.9774,156.234,156.276,31.255,27291,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C03,case03_mixed_orientation_9p.pdf,ok,9,9,9,7,0.5185,0.6858,0.7778,1.0,0.875,0.6961,True,0.6365,193.293,193.332,21.481,11693,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C04,case04_long_register_16p.pdf,ok,16,16,16,16,1.0,0.9788,1.0,1.0,1.0,0.9913,False,0.9883,436.543,436.776,27.298,37413,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C05,case05_scanned_image_4p.pdf,ok,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,52.555,52.565,13.141,3678,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C06,case6.pdf,ok,3,3,1,1,0.8,0.6667,1.0,1.0,1.0,0.81,False,0.7467,66.053,66.063,22.021,3805,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,57.731,57.746,19.249,4138,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,0.8889,1.0,1.0,0.5,0.6667,0.6875,True,0.9611,48.923,48.933,16.311,3814,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.5,0.981,1.0,1.0,1.0,0.8609,False,0.8145,33.304,33.311,11.104,2842,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,71.358,71.384,17.846,9306,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_full_page_ocr,C11,case11_chart_formula_code_3p.pdf,ok,3,3,3,3,0.125,1.0,1.0,1.0,1.0,0.7703,False,0.6937,38.749,38.757,12.919,2181,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C01,case01_clean_financial_2p.pdf,ok,2,2,2,2,0.75,1.0,1.0,1.0,1.0,0.9344,False,0.9125,4.878,4.885,2.443,2830,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C02,case02_dense_multisection_5p.pdf,ok,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,16.925,16.968,3.394,28643,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C03,case03_mixed_orientation_9p.pdf,ok,9,9,9,7,0.5556,0.6895,0.7778,1.0,0.875,0.7073,True,0.6514,16.381,16.42,1.824,11829,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C04,case04_long_register_16p.pdf,ok,16,16,16,16,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,51.115,51.295,3.206,37694,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C05,case05_scanned_image_4p.pdf,ok,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,52.48,52.49,13.122,3678,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C06,case6.pdf,ok,3,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.28,3.289,1.096,4104,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,5.874,5.886,1.962,4228,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,1.0,1.0,1.0,0.5,0.6667,0.7167,True,1.0,5.913,5.922,1.974,3859,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.5,0.981,1.0,1.0,1.0,0.8609,False,0.8145,33.459,33.466,11.155,2842,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,9.272,9.298,2.324,9754,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_force_backend_text,C11,case11_chart_formula_code_3p.pdf,ok,3,3,3,3,0.125,1.0,1.0,1.0,1.0,0.7703,False,0.6937,3.897,3.905,1.302,2183,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C01,case01_clean_financial_2p.pdf,ok,2,2,2,2,0.75,1.0,1.0,1.0,1.0,0.9344,False,0.9125,4.694,4.701,2.351,2830,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C02,case02_dense_multisection_5p.pdf,ok,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,16.833,16.875,3.375,28643,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C03,case03_mixed_orientation_9p.pdf,ok,9,9,9,7,0.5556,0.6895,0.7778,1.0,0.875,0.7073,True,0.6514,16.453,16.492,1.832,11829,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C04,case04_long_register_16p.pdf,ok,16,16,16,16,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,51.344,51.523,3.22,37694,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C05,case05_scanned_image_4p.pdf,ok,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,52.123,52.134,13.033,3678,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C06,case6.pdf,ok,3,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.83,3.84,1.28,4104,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,5.859,5.873,1.958,4228,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,1.0,1.0,1.0,0.5,0.6667,0.7167,True,1.0,5.953,5.963,1.988,3859,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.5,0.981,1.0,1.0,1.0,0.8609,False,0.8145,33.782,33.789,11.263,2842,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,9.128,9.154,2.289,9754,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_page_images_scale_2,C11,case11_chart_formula_code_3p.pdf,ok,3,3,3,3,0.125,1.0,1.0,1.0,1.0,0.7703,False,0.6937,3.871,3.879,1.293,2183,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C01,case01_clean_financial_2p.pdf,ok,2,2,2,2,0.75,1.0,1.0,1.0,1.0,0.9344,False,0.9125,4.763,4.77,2.385,2830,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C02,case02_dense_multisection_5p.pdf,ok,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,16.901,16.943,3.389,28643,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C03,case03_mixed_orientation_9p.pdf,ok,9,9,9,7,0.5556,0.6895,0.7778,1.0,0.875,0.7073,True,0.6514,16.175,16.214,1.802,11829,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C04,case04_long_register_16p.pdf,ok,16,16,16,16,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,51.078,51.258,3.204,37694,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C05,case05_scanned_image_4p.pdf,ok,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,50.68,50.69,12.673,3678,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C06,case6.pdf,ok,3,3,1,1,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,3.13,3.14,1.047,4104,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C07,case07_japanese_multicolumn_vertical_3p.pdf,ok,3,3,3,6,0.9231,1.0,1.0,0.5,0.6667,0.6965,True,0.9731,5.842,5.856,1.952,4228,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C08,case08_form_checkboxes_3p.pdf,ok,3,3,3,6,1.0,1.0,1.0,0.5,0.6667,0.7167,True,1.0,5.897,5.907,1.969,3859,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C09,case09_low_quality_skewed_scan_3p.pdf,ok,3,3,3,3,0.5,0.981,1.0,1.0,1.0,0.8609,False,0.8145,32.583,32.59,10.863,2842,0,0,0,0,0.0,
poc_all_20260504_001,full,standard,std_batch_small,C10,case10_irregular_nested_tables_4p.pdf,ok,4,4,8,8,1.0,1.0,1.0,1.0,1.0,1.0,False,1.0,9.279,9.305,2.326,9754,0,0,0,0,0.0,
