complex_table_score,elapsed_seconds,embedded_visual_region_count,embedded_visual_regions,extra_actions,height,image_area_ratio,image_read_risk_score,line_count,mode,page,reasons,rect_count,table_score,text_chars,text_density,text_quality_score,visual_reference_count,width
0.5,0.0101,0,[],[],595.28,0.0,0.2026,15,TEXT_TABLE_FAST,296,"good_text_layer,simple_table_signal",15,0.8,3513,0.014067,0.8783,0,419.53
0.625,0.0046,0,[],[],595.28,0.0,0.2329,20,TEXT_TABLE_ACCURATE,297,"good_text_layer,complex_table_signal",20,1.0,1183,0.004737,0.906,0,419.53
0.6562,0.0051,0,[],[],595.28,0.0,0.2307,40,TEXT_TABLE_ACCURATE,298,"good_text_layer,complex_table_signal",40,0.9875,1270,0.005085,0.9052,0,419.53
0.7792,0.0068,0,[],[],595.28,0.0,0.2243,63,TEXT_TABLE_ACCURATE,299,"good_text_layer,complex_table_signal",63,0.9625,2153,0.008621,0.9091,0,419.53
0.6333,0.0045,0,[],[],595.28,0.0,0.1748,53,TEXT_TABLE_ACCURATE,300,"good_text_layer,complex_table_signal",53,0.8625,1262,0.005053,0.9935,0,419.53
0.2729,0.004,0,[],[],595.28,0.0,0.1128,7,TEXT_TABLE_FAST,301,"good_text_layer,simple_table_signal",7,0.5475,1171,0.004689,0.9906,0,419.53
0.8063,0.0067,0,[],[],595.28,0.0,0.2675,64,TEXT_TABLE_ACCURATE,302,"good_text_layer,complex_table_signal",64,0.9875,1666,0.006671,0.8,0,419.53
0.6542,0.0031,0,[],[],595.28,0.0,0.1941,63,TEXT_TABLE_ACCURATE,303,"good_text_layer,complex_table_signal",63,0.8125,796,0.003187,0.9097,0,419.53
0.2812,0.0033,0,[],[],595.28,0.0,0.1336,10,TEXT_TABLE_FAST,304,"good_text_layer,simple_table_signal",10,0.5875,1027,0.004112,0.9541,0,419.53
0.2562,0.0024,0,[],[],595.28,0.0,0.1328,16,TEXT_TABLE_FAST,305,"good_text_layer,simple_table_signal",16,0.6175,853,0.003416,0.9734,0,419.53
0.6312,0.0084,0,[],[],595.28,0.0,0.2668,26,IMAGE_RECONCILE,306,"weak_text_layer,fallback_reconcile",26,0.9625,1778,0.00712,0.7878,0,419.53
0.5958,0.0036,0,[],[],595.28,0.0,0.1803,52,TEXT_TABLE_FAST,307,"good_text_layer,simple_table_signal",52,0.825,1238,0.004957,0.9563,0,419.53
0.3521,0.0038,0,[],[],595.28,0.0,0.1691,28,TEXT_TABLE_FAST,308,"good_text_layer,simple_table_signal",28,0.7125,1139,0.004561,0.9241,0,419.53
0.2521,0.0019,0,[],[],595.28,0.0,0.1275,22,TEXT_TABLE_FAST,309,"good_text_layer,simple_table_signal",22,0.6375,765,0.003063,1.0,0,419.53
0.5729,0.0038,0,[],[],595.28,0.0,0.1643,55,TEXT_TABLE_FAST,310,"good_text_layer,simple_table_signal",55,0.775,984,0.00394,0.9733,0,419.53
0.4562,0.005,0,[],[],595.28,0.0,0.2005,8,TEXT_TABLE_FAST,311,"good_text_layer,simple_table_signal",8,0.6775,1559,0.006243,0.8143,0,419.53
0.3521,0.0031,0,[],[],595.28,0.0051,0.148,12,TEXT_TABLE_FAST,312,"good_text_layer,simple_table_signal",14,0.6172,595,0.002383,0.9364,0,419.53
0.4396,0.0042,0,[],[],595.28,0.0,0.1891,12,TEXT_TABLE_FAST,313,"good_text_layer,simple_table_signal",12,0.6905,1112,0.004453,0.8543,0,419.53
0.2177,0.0015,0,[],[],595.28,0.0081,0.1089,3,IMAGE_RECONCILE,314,"weak_text_layer,fallback_reconcile",20,0.5262,106,0.000424,1.0,0,419.53
0.0,0.0001,0,[],[],595.28,0.0,0.35,0,IMAGE_RECONCILE,315,"weak_text_layer,fallback_reconcile",0,0.0,0,0.0,0.0,0,419.53
0.0312,0.0009,0,[],[],595.28,0.0,0.09,0,IMAGE_RECONCILE,316,"weak_text_layer,fallback_reconcile",0,0.1,106,0.000424,0.8,0,419.53
